mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.2,"27 km NW of Stanley, Idaho",1650316559860,1650324117890,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80543409,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80543409&format=geojson,,,,,reviewed,0,74,mb,80543409,",mb80543409,",",mb,",",origin,phase-data,",10.0,0.909,0.24,83.0,ml,earthquake,"M 2.2 - 27 km NW of Stanley, Idaho"
2.03,"6km NNW of Delta, B.C., MX",1650316394960,1650391928851,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240392&format=geojson,,,,,reviewed,0,63,ci,40240392,",ci40240392,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.07043,0.33,162.0,ml,earthquake,"M 2.0 - 6km NNW of Delta, B.C., MX"
1.3,"9 km W of Beluga, Alaska",1650315820087,1650316011777,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yykb9v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yykb9v&format=geojson,,,,,automatic,0,26,ak,0224yykb9v,",ak0224yykb9v,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 1.3 - 9 km W of Beluga, Alaska"
4.7,south of the Kermadec Islands,1650315612789,1651458191040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfnt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfnt&format=geojson,,,,,reviewed,0,340,us,6000hfnt,",us6000hfnt,",",us,",",origin,phase-data,",,3.302,0.82,182.0,mb,earthquake,M 4.7 - south of the Kermadec Islands
4.4,"141 km SE of Kirakira, Solomon Islands",1650315511367,1650661247040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfnu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfnu&format=geojson,,,,,reviewed,0,298,us,6000hfnu,",us6000hfnu,",",us,",",origin,phase-data,",,3.411,0.45,106.0,mb,earthquake,"M 4.4 - 141 km SE of Kirakira, Solomon Islands"
1.06,"15km E of Seven Trees, CA",1650315298300,1650414079607,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719790,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719790&format=geojson,,,,,reviewed,0,17,nc,73719790,",nc73719790,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.03377,0.06,62.0,md,earthquake,"M 1.1 - 15km E of Seven Trees, CA"
1.91,"9 km ESE of Dover, Oklahoma",1650315044500,1650379485087,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hpcc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022hpcc&format=geojson,,,,,reviewed,0,56,ok,2022hpcc,",ok2022hpcc,",",ok,",",origin,phase-data,",99.0,0.1493706884,0.25,25.0,ml,earthquake,"M 1.9 - 9 km ESE of Dover, Oklahoma"
1.85,"4km NNW of Delta, B.C., MX",1650314970500,1650317951616,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240352&format=geojson,,,,,reviewed,0,53,ci,40240352,",ci40240352,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.08653,0.25,220.0,ml,earthquake,"M 1.9 - 4km NNW of Delta, B.C., MX"
1.13,"16km W of Searles Valley, CA",1650314904740,1650391548305,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240336&format=geojson,,,,,reviewed,0,20,ci,40240336,",ci40240336,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.05847,0.14,86.0,ml,earthquake,"M 1.1 - 16km W of Searles Valley, CA"
0.99,"2km SE of Home Gardens, CA",1650314854830,1650391230252,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240328&format=geojson,,,,,reviewed,0,15,ci,40240328,",ci40240328,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.07109,0.14,62.0,ml,quarry blast,"M 1.0 Quarry Blast - 2km SE of Home Gardens, CA"
1.6,"44 km SSW of Cantwell, Alaska",1650314572947,1650314726681,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yy79la,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yy79la&format=geojson,,,,,automatic,0,39,ak,0224yy79la,",ak0224yy79la,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.6 - 44 km SSW of Cantwell, Alaska"
4.9,"Izu Islands, Japan region",1650313852871,1650661056040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h35c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h35c&format=geojson,,,,,reviewed,0,369,us,7000h35c,",us7000h35c,",",us,",",origin,phase-data,",,2.572,0.74,115.0,mb,earthquake,"M 4.9 - Izu Islands, Japan region"
1.4,"50 km ENE of Port Alsworth, Alaska",1650313627802,1650314048610,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yy3yda,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yy3yda&format=geojson,,,,,automatic,0,30,ak,0224yy3yda,",ak0224yy3yda,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.4 - 50 km ENE of Port Alsworth, Alaska"
0.47,"14km SSE of Anza, CA",1650312950360,1650379379096,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240320&format=geojson,,,,,reviewed,0,3,ci,40240320,",ci40240320,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.05918,0.15,62.0,ml,earthquake,"M 0.5 - 14km SSE of Anza, CA"
0.49,"8km ESE of Valle Vista, CA",1650312480180,1650314445914,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240296&format=geojson,,,,,reviewed,0,4,ci,40240296,",ci40240296,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.08301,0.15,182.0,ml,earthquake,"M 0.5 - 8km ESE of Valle Vista, CA"
1.52,"9 km SE of Molalla, Oregon",1650312417350,1650315482480,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61823802,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61823802&format=geojson,,,,,reviewed,0,36,uw,61823802,",uw61823802,",",uw,",",origin,phase-data,",12.0,0.07577,0.28,94.0,md,explosion,"M 1.5 Explosion - 9 km SE of Molalla, Oregon"
1.6,"98 km E of McCarthy, Alaska",1650312240176,1650312462381,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yxz0c0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yxz0c0&format=geojson,,,,,automatic,0,39,ak,0224yxz0c0,",ak0224yxz0c0,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 1.6 - 98 km E of McCarthy, Alaska"
4.5,"132 km SE of Kirakira, Solomon Islands",1650312188505,1650660512040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfnr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfnr&format=geojson,,,,,reviewed,0,312,us,6000hfnr,",us6000hfnr,",",us,",",origin,phase-data,",,3.367,0.76,88.0,mb,earthquake,"M 4.5 - 132 km SE of Kirakira, Solomon Islands"
0.93,"11km ENE of Coachella, CA",1650311772950,1650390385543,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240288&format=geojson,,,,,reviewed,0,13,ci,40240288,",ci40240288,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.07641,0.13,94.0,ml,earthquake,"M 0.9 - 11km ENE of Coachella, CA"
0.26,"10km NE of Coachella, CA",1650311760480,1650390603116,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37496053,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37496053&format=geojson,,,,,reviewed,0,1,ci,37496053,",ci37496053,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.08253,0.1,121.0,ml,earthquake,"M 0.3 - 10km NE of Coachella, CA"
1.26,"14km ENE of Indio, CA",1650311557920,1650389498410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240272&format=geojson,,,,,reviewed,0,24,ci,40240272,",ci40240272,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.1104,0.12,102.0,ml,earthquake,"M 1.3 - 14km ENE of Indio, CA"
1.4,"3 km WNW of Walker, California",1650310403148,1650335910642,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837386&format=geojson,,,,,reviewed,0,30,nn,00837386,",nn00837386,",",nn,",",origin,phase-data,",13.0,0.056,0.1607,121.53,ml,earthquake,"M 1.4 - 3 km WNW of Walker, California"
4.6,"288 km SSE of Isangel, Vanuatu",1650310388706,1650660108040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h34z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h34z&format=geojson,,,,,reviewed,0,326,us,7000h34z,",us7000h34z,",",us,",",origin,phase-data,",,3.123,0.98,120.0,mb,earthquake,"M 4.6 - 288 km SSE of Isangel, Vanuatu"
0.26,"13km SW of Searles Valley, CA",1650310304030,1650317833096,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240264,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240264&format=geojson,,,,,reviewed,0,1,ci,40240264,",ci40240264,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.09221,0.19,163.0,ml,earthquake,"M 0.3 - 13km SW of Searles Valley, CA"
1.3,"67 km SE of Denali National Park, Alaska",1650310206513,1650310389420,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yxj5sw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yxj5sw&format=geojson,,,,,automatic,0,26,ak,0224yxj5sw,",ak0224yxj5sw,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.3 - 67 km SE of Denali National Park, Alaska"
0.98,"14km ENE of Indio, CA",1650310008310,1650315107767,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240256&format=geojson,,,,,reviewed,0,15,ci,40240256,",ci40240256,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.1084,0.15,101.0,ml,earthquake,"M 1.0 - 14km ENE of Indio, CA"
1.2,"48 km E of Denali National Park, Alaska",1650309356228,1650309498820,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yxg1wm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yxg1wm&format=geojson,,,,,automatic,0,22,ak,0224yxg1wm,",ak0224yxg1wm,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.2 - 48 km E of Denali National Park, Alaska"
0.95,"1km NNE of The Geysers, CA",1650309203460,1650311094380,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719770,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719770&format=geojson,,,,,automatic,0,14,nc,73719770,",nc73719770,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01255,0.06,91.0,md,earthquake,"M 1.0 - 1km NNE of The Geysers, CA"
1.4,"84 km SE of Nikolai, Alaska",1650309014681,1650309310399,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yxew4g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yxew4g&format=geojson,,,,,automatic,0,30,ak,0224yxew4g,",ak0224yxew4g,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 1.4 - 84 km SE of Nikolai, Alaska"
1.16,"14 km SSE of Avard, Oklahoma",1650308637920,1650380978864,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hoyo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022hoyo&format=geojson,,,,,reviewed,0,21,ok,2022hoyo,",ok2022hoyo,",",ok,",",origin,phase-data,",17.0,0.03509311353,0.03,89.0,ml,earthquake,"M 1.2 - 14 km SSE of Avard, Oklahoma"
1.81,"4 km ESE of La Parguera, Puerto Rico",1650308538880,1650309712710,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022108001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022108001&format=geojson,,,,,reviewed,0,50,pr,2022108001,",pr2022108001,",",pr,",",origin,phase-data,",6.0,0.0364,0.18,207.0,md,earthquake,"M 1.8 - 4 km ESE of La Parguera, Puerto Rico"
1.6,"27 km SSE of Nelchina, Alaska",1650308318641,1650308481890,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224yx3sq3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224yx3sq3&format=geojson,,,,,automatic,0,39,ak,0224yx3sq3,",ak0224yx3sq3,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 1.6 - 27 km SSE of Nelchina, Alaska"
1.0,"33 km SW of Alamo, Nevada",1650307513864,1650335913133,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837392&format=geojson,,,,,reviewed,0,15,nn,00837392,",nn00837392,",",nn,",",origin,phase-data,",5.0,0.472,0.1214,320.29,ml,earthquake,"M 1.0 - 33 km SW of Alamo, Nevada"
1.8,"19 km S of Glacier View, Alaska",1650306350481,1650306546616,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ywwr0g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ywwr0g&format=geojson,,,,,automatic,0,50,ak,0224ywwr0g,",ak0224ywwr0g,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 1.8 - 19 km S of Glacier View, Alaska"
0.84,"6km W of Cobb, CA",1650305986750,1650309127155,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719755,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719755&format=geojson,,,,,automatic,0,11,nc,73719755,",nc73719755,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01169,0.01,89.0,md,earthquake,"M 0.8 - 6km W of Cobb, CA"
4.3,"10 km ESE of Aras-asan, Philippines",1650305967992,1650659462040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfnm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfnm&format=geojson,,,,,reviewed,0,284,us,6000hfnm,",us6000hfnm,",",us,",",origin,phase-data,",,1.946,1.11,140.0,mb,earthquake,"M 4.3 - 10 km ESE of Aras-asan, Philippines"
2.08,"Rat Islands, Aleutian Islands, Alaska",1650305870060,1650338426750,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055223&format=geojson,,,,,reviewed,0,67,av,91055223,",av91055223,",",av,",",origin,phase-data,",4.0,,0.13,348.0,ml,earthquake,"M 2.1 - Rat Islands, Aleutian Islands, Alaska"
0.47,"13km SSE of Anza, CA",1650305768090,1650313905134,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240192&format=geojson,,,,,reviewed,0,3,ci,40240192,",ci40240192,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.05595,0.14,89.0,ml,earthquake,"M 0.5 - 13km SSE of Anza, CA"
0.85,"8km NW of The Geysers, CA",1650305727770,1650308499085,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719750,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719750&format=geojson,,,,,automatic,0,11,nc,73719750,",nc73719750,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.01514,0.04,61.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
-0.04,"23 km WSW of Dutch Harbor, Alaska",1650305236190,1650343191720,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055238&format=geojson,,,,,reviewed,0,0,av,91055238,",av91055238,",",av,",",origin,phase-data,",6.0,,0.1,182.0,ml,earthquake,"M 0.0 - 23 km WSW of Dutch Harbor, Alaska"
-0.47,"23 km WSW of Dutch Harbor, Alaska",1650305176890,1650339008860,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055233,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055233&format=geojson,,,,,reviewed,0,0,av,91055233,",av91055233,",",av,",",origin,phase-data,",4.0,,0.03,220.0,ml,earthquake,"M -0.5 - 23 km WSW of Dutch Harbor, Alaska"
0.4,"21km E of Little Lake, CA",1650305129710,1650318586433,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37495981,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37495981&format=geojson,,,,,reviewed,0,2,ci,37495981,",ci37495981,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.02366,0.08,125.0,ml,earthquake,"M 0.4 - 21km E of Little Lake, CA"
0.71,"21km E of Little Lake, CA",1650305106730,1650318509590,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240168&format=geojson,,,,,reviewed,0,8,ci,40240168,",ci40240168,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01826,0.1,74.0,ml,earthquake,"M 0.7 - 21km E of Little Lake, CA"
-0.04,"13km SSW of Searles Valley, CA",1650305094550,1650318496931,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37495989,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37495989&format=geojson,,,,,reviewed,0,0,ci,37495989,",ci37495989,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.07047,0.13,175.0,ml,earthquake,"M 0.0 - 13km SSW of Searles Valley, CA"
1.39,"7km SSE of Home Gardens, CA",1650304994680,1650388649715,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240152&format=geojson,,,,,reviewed,0,30,ci,40240152,",ci40240152,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.03313,0.12,43.0,ml,quarry blast,"M 1.4 Quarry Blast - 7km SSE of Home Gardens, CA"
1.15,"6km WNW of The Geysers, CA",1650304920320,1650307798020,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719745,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719745&format=geojson,,,,,automatic,0,20,nc,73719745,",nc73719745,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01043,0.02,77.0,md,earthquake,"M 1.2 - 6km WNW of The Geysers, CA"
0.13,"6km WNW of The Geysers, CA",1650304677210,1650445034768,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719740,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719740&format=geojson,,,,,reviewed,0,0,nc,73719740,",nc73719740,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.009695,0.02,76.0,md,earthquake,"M 0.1 - 6km WNW of The Geysers, CA"
1.99000001,"8 km E of P?hala, Hawaii",1650304676770,1650304878920,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72988827,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72988827&format=geojson,,,,,automatic,0,61,hv,72988827,",hv72988827,",",hv,",",origin,phase-data,",34.0,,0.119999997,151.0,md,earthquake,"M 2.0 - 8 km E of P?hala, Hawaii"
0.7,"33 km SSW of Hawthorne, Nevada",1650304556415,1650335929442,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837414,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837414&format=geojson,,,,,reviewed,0,8,nn,00837414,",nn00837414,",",nn,",",origin,phase-data,",8.0,0.203,0.1564,319.16,ml,earthquake,"M 0.7 - 33 km SSW of Hawthorne, Nevada"
0.84,"6km NE of Coso Junction, CA",1650304552790,1650313937314,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240128&format=geojson,,,,,reviewed,0,11,ci,40240128,",ci40240128,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.05092,0.14,181.0,ml,earthquake,"M 0.8 - 6km NE of Coso Junction, CA"
1.24,"15km ENE of Ridgecrest, CA",1650304128860,1650387000773,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240096&format=geojson,,,,,reviewed,0,24,ci,40240096,",ci40240096,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.09644,0.16,97.0,ml,earthquake,"M 1.2 - 15km ENE of Ridgecrest, CA"
1.08,"2km W of San Juan Bautista, CA",1650304030070,1650431718366,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719730,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719730&format=geojson,,,,,reviewed,0,18,nc,73719730,",nc73719730,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.02588,0.06,74.0,md,earthquake,"M 1.1 - 2km W of San Juan Bautista, CA"
0.0,"33 km SSW of Hawthorne, Nevada",1650303837824,1650335928534,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837413&format=geojson,,,,,reviewed,0,0,nn,00837413,",nn00837413,",",nn,",",origin,phase-data,",6.0,0.167,0.0548,331.95,ml,earthquake,"M 0.0 - 33 km SSW of Hawthorne, Nevada"
1.5,"11 km W of Two Rivers, Alaska",1650303435407,1650303623177,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0224ywdtb9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0224ywdtb9&format=geojson,,,,,automatic,0,35,ak,0224ywdtb9,",ak0224ywdtb9,",",ak,",",origin,phase-data,",,,0.21,,ml,earthquake,"M 1.5 - 11 km W of Two Rivers, Alaska"
-0.91,"97 km N of Karluk, Alaska",1650303268200,1650337978600,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055218,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055218&format=geojson,,,,,reviewed,0,0,av,91055218,",av91055218,",",av,",",origin,phase-data,",4.0,,0.18,157.0,ml,earthquake,"M -0.9 - 97 km N of Karluk, Alaska"
1.6,"0 km SW of Leilani Estates, Hawaii",1650303204540,1650317595210,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72988812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72988812&format=geojson,,,,,reviewed,0,39,hv,72988812,",hv72988812,",",hv,",",origin,phase-data,",10.0,,0.14,333.0,md,earthquake,"M 1.6 - 0 km SW of Leilani Estates, Hawaii"
0.94,"3 km NE of Magna, Utah",1650302627520,1650308061780,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60492337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60492337&format=geojson,,,,,reviewed,0,14,uu,60492337,",uu60492337,",",uu,",",origin,phase-data,",13.0,0.03233,0.11,87.0,md,earthquake,"M 0.9 - 3 km NE of Magna, Utah"
1.05,"16km NW of Pinnacles, CA",1650302277160,1650441438593,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719725,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719725&format=geojson,,,,,reviewed,0,17,nc,73719725,",nc73719725,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.05699,0.05,133.0,md,earthquake,"M 1.1 - 16km NW of Pinnacles, CA"
1.97,"2 km SW of Hulbert, Oklahoma",1650302096189,1650380697734,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022houz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022houz&format=geojson,,,,,reviewed,0,60,ok,2022houz,",ok2022houz,",",ok,",",origin,phase-data,",43.0,0.5146989985,0.47,106.0,ml,quarry blast,"M 2.0 Quarry Blast - 2 km SW of Hulbert, Oklahoma"
0.14,"13km WNW of Anza, CA",1650302036870,1650386634346,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240056&format=geojson,,,,,reviewed,0,0,ci,40240056,",ci40240056,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03426,0.09,117.0,ml,earthquake,"M 0.1 - 13km WNW of Anza, CA"
0.75,"7km NW of The Geysers, CA",1650301158290,1650302740477,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73719720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73719720&format=geojson,,,,,automatic,0,9,nc,73719720,",nc73719720,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.005961,0.01,75.0,md,earthquake,"M 0.8 - 7km NW of The Geysers, CA"
1.37,"6 km ENE of Georgetown, Idaho",1650300891880,1650302053750,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60492327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60492327&format=geojson,,,,,reviewed,0,29,uu,60492327,",uu60492327,",",uu,",",origin,phase-data,",5.0,0.5336,0.21,298.0,md,earthquake,"M 1.4 - 6 km ENE of Georgetown, Idaho"
0.88,"5km WNW of Rialto, CA",1650300356160,1650386354682,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240032&format=geojson,,,,,reviewed,0,12,ci,40240032,",ci40240032,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.06136,0.17,97.0,ml,earthquake,"M 0.9 - 5km WNW of Rialto, CA"
4.6,"80 km WNW of Cabra, Philippines",1650300171134,1650832975040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfnk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfnk&format=geojson,,,,,reviewed,0,326,us,6000hfnk,",us6000hfnk,",",us,",",origin,phase-data,",,8.728,0.55,114.0,mb,earthquake,"M 4.6 - 80 km WNW of Cabra, Philippines"
2.87,"5 km SSW of P?hala, Hawaii",1650299975160,1650832160040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72988777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72988777&format=geojson,0.0,1.0,,,reviewed,0,127,hv,72988777,",hv72988777,us7000h33x,",",hv,us,",",dyfi,origin,phase-data,",51.0,,0.12,123.0,ml,earthquake,"M 2.9 - 5 km SSW of P?hala, Hawaii"
1.07,"31km E of Coso Junction, CA",1650299870240,1650313767146,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40240008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40240008&format=geojson,,,,,reviewed,0,18,ci,40240008,",ci40240008,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1062,0.09,98.0,ml,earthquake,"M 1.1 - 31km E of Coso Junction, CA"
